collab_SV_1,0,collab_SV_1,"{'resources/textures/1x/collabs/collab_SV_1.png','resources/textures/2x/collabs/collab_SV_1.png'}",71,95,"{1,2}",false
collab_SV_2,0,collab_SV_2,"{'resources/textures/1x/collabs/collab_SV_2.png','resources/textures/2x/collabs/collab_SV_2.png'}",71,95,"{1,2}",false
collab_SK_1,0,collab_SK_1,"{'resources/textures/1x/collabs/collab_SK_1.png','resources/textures/2x/collabs/collab_SK_1.png'}",71,95,"{1,2}",false
collab_SK_2,0,collab_SK_2,"{'resources/textures/1x/collabs/collab_SK_2.png','resources/textures/2x/collabs/collab_SK_2.png'}",71,95,"{1,2}",false
collab_DS_1,0,collab_DS_1,"{'resources/textures/1x/collabs/collab_DS_1.png','resources/textures/2x/collabs/collab_DS_1.png'}",71,95,"{1,2}",false
collab_DS_2,0,collab_DS_2,"{'resources/textures/1x/collabs/collab_DS_2.png','resources/textures/2x/collabs/collab_DS_2.png'}",71,95,"{1,2}",false
collab_CL_1,0,collab_CL_1,"{'resources/textures/1x/collabs/collab_CL_1.png','resources/textures/2x/collabs/collab_CL_1.png'}",71,95,"{1,2}",false
collab_CL_2,0,collab_CL_2,"{'resources/textures/1x/collabs/collab_CL_2.png','resources/textures/2x/collabs/collab_CL_2.png'}",71,95,"{1,2}",false
collab_D2_1,0,collab_D2_1,"{'resources/textures/1x/collabs/collab_D2_1.png','resources/textures/2x/collabs/collab_D2_1.png'}",71,95,"{1,2}",false
collab_D2_2,0,collab_D2_2,"{'resources/textures/1x/collabs/collab_D2_2.png','resources/textures/2x/collabs/collab_D2_2.png'}",71,95,"{1,2}",false
collab_PC_1,0,collab_PC_1,"{'resources/textures/1x/collabs/collab_PC_1.png','resources/textures/2x/collabs/collab_PC_1.png'}",71,95,"{1,2}",false
collab_PC_2,0,collab_PC_2,"{'resources/textures/1x/collabs/collab_PC_2.png','resources/textures/2x/collabs/collab_PC_2.png'}",71,95,"{1,2}",false
collab_WF_1,0,collab_WF_1,"{'resources/textures/1x/collabs/collab_WF_1.png','resources/textures/2x/collabs/collab_WF_1.png'}",71,95,"{1,2}",false
collab_WF_2,0,collab_WF_2,"{'resources/textures/1x/collabs/collab_WF_2.png','resources/textures/2x/collabs/collab_WF_2.png'}",71,95,"{1,2}",false
collab_EG_1,0,collab_EG_1,"{'resources/textures/1x/collabs/collab_EG_1.png','resources/textures/2x/collabs/collab_EG_1.png'}",71,95,"{1,2}",false
collab_EG_2,0,collab_EG_2,"{'resources/textures/1x/collabs/collab_EG_2.png','resources/textures/2x/collabs/collab_EG_2.png'}",71,95,"{1,2}",false
collab_XR_1,0,collab_XR_1,"{'resources/textures/1x/collabs/collab_XR_1.png','resources/textures/2x/collabs/collab_XR_1.png'}",71,95,"{1,2}",false
collab_XR_2,0,collab_XR_2,"{'resources/textures/1x/collabs/collab_XR_2.png','resources/textures/2x/collabs/collab_XR_2.png'}",71,95,"{1,2}",false
collab_CR_1,0,collab_CR_1,"{'resources/textures/1x/collabs/collab_CR_1.png','resources/textures/2x/collabs/collab_CR_1.png'}",71,95,"{1,2}",false
collab_CR_2,0,collab_CR_2,"{'resources/textures/1x/collabs/collab_CR_2.png','resources/textures/2x/collabs/collab_CR_2.png'}",71,95,"{1,2}",false
collab_BUG_1,0,collab_BUG_1,"{'resources/textures/1x/collabs/collab_BUG_1.png','resources/textures/2x/collabs/collab_BUG_1.png'}",71,95,"{1,2}",false
collab_BUG_2,0,collab_BUG_2,"{'resources/textures/1x/collabs/collab_BUG_2.png','resources/textures/2x/collabs/collab_BUG_2.png'}",71,95,"{1,2}",false
collab_FO_1,0,collab_FO_1,"{'resources/textures/1x/collabs/collab_FO_1.png','resources/textures/2x/collabs/collab_FO_1.png'}",71,95,"{1,2}",false
collab_FO_2,0,collab_FO_2,"{'resources/textures/1x/collabs/collab_FO_2.png','resources/textures/2x/collabs/collab_FO_2.png'}",71,95,"{1,2}",false
collab_DBD_1,0,collab_DBD_1,"{'resources/textures/1x/collabs/collab_DBD_1.png','resources/textures/2x/collabs/collab_DBD_1.png'}",71,95,"{1,2}",false
collab_DBD_2,0,collab_DBD_2,"{'resources/textures/1x/collabs/collab_DBD_2.png','resources/textures/2x/collabs/collab_DBD_2.png'}",71,95,"{1,2}",false
collab_C7_1,0,collab_C7_1,"{'resources/textures/1x/collabs/collab_C7_1.png','resources/textures/2x/collabs/collab_C7_1.png'}",71,95,"{1,2}",false
collab_C7_2,0,collab_C7_2,"{'resources/textures/1x/collabs/collab_C7_2.png','resources/textures/2x/collabs/collab_C7_2.png'}",71,95,"{1,2}",false
collab_R_1,0,collab_R_1,"{'resources/textures/1x/collabs/collab_R_1.png','resources/textures/2x/collabs/collab_R_1.png'}",71,95,"{1,2}",false
collab_R_2,0,collab_R_2,"{'resources/textures/1x/collabs/collab_R_2.png','resources/textures/2x/collabs/collab_R_2.png'}",71,95,"{1,2}",false
collab_AC_1,0,collab_AC_1,"{'resources/textures/1x/collabs/collab_AC_1.png','resources/textures/2x/collabs/collab_AC_1.png'}",71,95,"{1,2}",false
collab_AC_2,0,collab_AC_2,"{'resources/textures/1x/collabs/collab_AC_2.png','resources/textures/2x/collabs/collab_AC_2.png'}",71,95,"{1,2}",false
collab_STP_1,0,collab_STP_1,"{'resources/textures/1x/collabs/collab_STP_1.png','resources/textures/2x/collabs/collab_STP_1.png'}",71,95,"{1,2}",false
collab_STP_2,0,collab_STP_2,"{'resources/textures/1x/collabs/collab_STP_2.png','resources/textures/2x/collabs/collab_STP_2.png'}",71,95,"{1,2}",false
playstack_logo,0,playstack_logo,"{'resources/textures/1x/playstack-logo.png','resources/textures/1x/playstack-logo.png'}",1417,1417,"{1,1}",false
localthunk_logo,0,localthunk_logo,"{'resources/textures/1x/localthunk-logo.png','resources/textures/1x/localthunk-logo.png'}",1390,560,"{1,1}",false
